id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4751937,Stylish Apartment with a Terrace Close to Margaretenplatz,5307364,Marlies & Dominik,,Margareten,48.18811,16.36046,Entire home/apt,88,7,174,2022-08-15,2.31,2,333,8,
4209821,Spacious viennese room in great location,13656498,Cherise,,Neubau,48.20107,16.33867,Private room,50,4,29,2019-12-02,0.30,1,21,0,
4752559,"Studio: 15min to Center-St. Stephans. green, quiet",24524913,Rosa,,Leopoldstadt,48.20382,16.40211,Entire home/apt,72,3,44,2022-09-04,0.47,1,355,11,
4212726,Wonderful calm 2 room apt at U 4,8001460,Christian,,Penzing,48.19835,16.26076,Entire home/apt,55,5,0,,,1,0,0,
4758954,"Nr 3 Apartment im Biedermeierhaus, ebenerdig",9719601,Christiana,,Neubau,48.20091,16.34603,Entire home/apt,85,2,268,2022-09-07,2.85,13,330,41,
4214072,Quiet house near to the park!,1610679,Edward,,Donaustadt,48.203259,16.520767,Entire home/apt,88,7,29,2022-08-28,0.32,2,90,5,
4763624,First Class Apartment Anna near Schönbrunner Park,21771038,Herbert,,Hietzing,48.18112,16.29883,Entire home/apt,99,7,1,2017-06-06,0.02,3,223,0,
4765869,5* at top location&subway station,1758781,Joanna,,Meidling,48.17883,16.33205,Entire home/apt,32,60,30,2017-01-02,0.32,2,12,0,
4217345,Studio 1160 Vienna - Ottakringer brewery,6911040,Petra & Chris,,Ottakring,48.21142,16.32644,Entire home/apt,54,4,149,2022-09-09,1.58,1,158,21,
4776700,URBAN APARTMENT VIE,3208525,Peter,,Neubau,48.20662,16.33944,Entire home/apt,111,2,0,,,1,0,0,
4781153,Room in a quiet house near the park,1610679,Edward,,Donaustadt,48.20287,16.51974,Private room,48,7,0,,,2,365,0,
4228484,central studio with garden view,4843057,Tina Und Lisa,,Josefstadt,48.21315,16.35044,Entire home/apt,62,2,113,2022-08-26,1.21,2,307,10,
4232567,Apartment in 'Stadthaus WIM',92755511,Kinka,,Margareten,48.18253,16.35887,Entire home/apt,39,3,273,2022-08-29,2.85,3,278,44,
4789759,Charming city apartment in the heart of Vienna,24689156,Jeanette,,Innere Stadt,48.21254,16.36807,Entire home/apt,140,1,212,2022-09-03,2.38,1,105,36,
4235010,De Luxe Room with private bathroom,17137466,Prinz,,Wieden,48.1888,16.37944,Private room,150,1,1,2017-04-25,0.02,1,365,0,
4797681,Exclusive opportunity since construction close by,9158703,Isabelle,,Neubau,48.20066,16.34935,Entire home/apt,100,4,33,2022-04-23,0.37,35,291,5,
4809599,Schöne Wohnung in Top-Lage,19227047,Sarah,,Margareten,48.19291,16.35948,Entire home/apt,60,4,0,,,1,0,0,
4235266,Marvellous privat room + garden,21977723,Monika,,Donaustadt,48.21106,16.52679,Private room,41,2,1,2018-05-14,0.02,1,83,0,
4812026,Jugendstil Suite with Breakfast,18982651,Veronika & Johannes,,Innere Stadt,48.20816,16.35695,Entire home/apt,170,1,49,2019-05-26,0.52,3,0,0,
